a,b,c
7.880898693195539373e-01,3.489372555303424939e+00,3.000000000000000000e+00
9.738023140512817033e-01,3.008011557164623984e+00,3.000000000000000000e+00
1.043405786241720978e+00,3.131606849636675349e+00,3.000000000000000000e+00
1.027805980627125360e+00,2.979705650938926365e+00,3.000000000000000000e+00
1.074556612884554507e+00,3.049070428764004248e+00,3.000000000000000000e+00
1.112850758825670860e+00,3.547337496113006416e+00,3.000000000000000000e+00
9.620506628685266959e-01,3.171619584952769078e+00,3.000000000000000000e+00
9.347491646116267150e-01,3.232854587847137751e+00,3.000000000000000000e+00
1.025096796622848139e+00,2.655527352330969482e+00,3.000000000000000000e+00
9.512930614481737157e-01,3.053119288340434334e+00,3.000000000000000000e+00
9.686662591930058630e-01,3.069404427007381031e+00,3.000000000000000000e+00
1.049166028104494330e+00,3.212230073113287343e+00,3.000000000000000000e+00
8.979087269765969603e-01,3.057006176348840754e+00,3.000000000000000000e+00
1.047797228202964837e+00,2.575146149745658697e+00,3.000000000000000000e+00
1.197456628952715540e+00,3.261843282088126461e+00,3.000000000000000000e+00
9.540913777560524611e-01,3.025426793278841231e+00,3.000000000000000000e+00
1.130817250860573386e+00,3.258725102541427887e+00,3.000000000000000000e+00
1.175642626996885154e+00,2.733577347182937878e+00,3.000000000000000000e+00
1.067070120662990007e+00,3.166462327567403534e+00,3.000000000000000000e+00
8.674989797387486767e-01,3.109411543414633439e+00,3.000000000000000000e+00
1.011343524991642928e+00,3.195372729987733251e+00,3.000000000000000000e+00
1.033037238707398497e+00,3.078608060802917823e+00,3.000000000000000000e+00
8.635605301375641751e-01,3.274066748697829876e+00,3.000000000000000000e+00
1.136033759703877877e+00,2.895510829656146701e+00,3.000000000000000000e+00
9.789506619328401937e-01,3.105429534739315489e+00,3.000000000000000000e+00
1.031250525084235203e+00,2.811096630725176126e+00,3.000000000000000000e+00
9.539545303971875834e-01,3.485692876585071431e+00,3.000000000000000000e+00
9.975405191921679071e-01,3.188332222650440251e+00,3.000000000000000000e+00
9.391764974550478318e-01,3.123466625970209520e+00,3.000000000000000000e+00
9.197216460331135712e-01,2.894935477064250584e+00,3.000000000000000000e+00
1.007639861779435542e+00,3.181086422222458854e+00,3.000000000000000000e+00
9.718192576180704201e-01,2.724450913337483904e+00,3.000000000000000000e+00
1.097092206087272537e+00,2.798461711777395777e+00,3.000000000000000000e+00
1.007300491550820354e+00,2.522541633479406631e+00,3.000000000000000000e+00
1.154790270172350031e+00,2.929759645120202816e+00,3.000000000000000000e+00
8.765458829962350373e-01,2.626619935815886375e+00,3.000000000000000000e+00
1.105677849435060534e+00,3.089099209163789439e+00,3.000000000000000000e+00
1.079254775079010686e+00,3.121599267902297026e+00,3.000000000000000000e+00
9.822758786996512725e-01,3.168699495792802523e+00,3.000000000000000000e+00
1.014241190635977841e+00,2.531811948576601079e+00,3.000000000000000000e+00
9.602043270444705625e-01,2.970110503600492891e+00,3.000000000000000000e+00
9.491710547960450217e-01,3.067214104592229873e+00,3.000000000000000000e+00
9.629010850914843100e-01,3.540604966965056555e+00,3.000000000000000000e+00
1.027631469986618473e+00,2.535961243401746223e+00,3.000000000000000000e+00
1.082188783814917787e+00,3.458134911103608378e+00,3.000000000000000000e+00
8.829278926881931611e-01,3.364383580261628204e+00,3.000000000000000000e+00
1.014121950978167153e+00,3.049295102739257857e+00,3.000000000000000000e+00
1.045608859328615470e+00,2.463101135642423056e+00,3.000000000000000000e+00
9.732703003489124871e-01,2.891470182114730392e+00,3.000000000000000000e+00
1.191646068696125660e+00,2.978290029369712322e+00,3.000000000000000000e+00
8.336500229998697886e-01,2.673891398747412662e+00,3.000000000000000000e+00
1.073890410694469999e+00,2.867404075601027280e+00,3.000000000000000000e+00
8.565783553869837919e-01,3.685420969549173975e+00,3.000000000000000000e+00
1.109123651848386460e+00,3.563193730482903998e+00,3.000000000000000000e+00
1.018751523146784077e+00,2.642982831491373918e+00,3.000000000000000000e+00
9.552926925797554647e-01,3.108866273400478608e+00,3.000000000000000000e+00
9.852951962732410252e-01,3.083357150123533952e+00,3.000000000000000000e+00
8.453666887091224602e-01,2.699962802990125255e+00,3.000000000000000000e+00
6.853531425497200180e-01,3.125012382672418099e+00,3.000000000000000000e+00
1.095683247978544994e+00,3.224641406833193891e+00,3.000000000000000000e+00
1.086317112068592827e+00,2.653479805985874407e+00,3.000000000000000000e+00
1.118430830293749789e+00,2.969951162240249687e+00,3.000000000000000000e+00
9.146871272888632554e-01,2.910285206351966192e+00,3.000000000000000000e+00
1.055815464712601015e+00,3.049134844355492202e+00,3.000000000000000000e+00
1.061019167075792691e+00,3.109982683851888918e+00,3.000000000000000000e+00
9.603925814132350247e-01,2.610666071136762856e+00,3.000000000000000000e+00
9.983630117750494914e-01,3.552067892828279838e+00,3.000000000000000000e+00
1.019684722192037318e+00,3.212366837965923150e+00,3.000000000000000000e+00
9.237162687015327833e-01,2.854290674153226348e+00,3.000000000000000000e+00
8.958259825949643762e-01,2.917647399528429109e+00,3.000000000000000000e+00
9.659719139699298740e-01,2.517039135060732846e+00,3.000000000000000000e+00
1.010178726953089301e+00,2.960602385762212574e+00,3.000000000000000000e+00
9.180795073267378203e-01,3.121001607100002850e+00,3.000000000000000000e+00
1.132439583904969904e+00,2.701275872968915692e+00,3.000000000000000000e+00
9.504416140316203077e-01,2.403684153990562677e+00,3.000000000000000000e+00
1.103270237905708218e+00,2.855553106545301034e+00,3.000000000000000000e+00
1.069122729965394702e+00,2.710549669396441264e+00,3.000000000000000000e+00
9.835407120968975292e-01,3.012528442407298890e+00,3.000000000000000000e+00
1.106333585502308425e+00,2.614085918486497739e+00,3.000000000000000000e+00
9.212415860921077115e-01,3.063593003792103087e+00,3.000000000000000000e+00
1.101180483245268515e+00,3.025786065515169376e+00,3.000000000000000000e+00
1.043951602915969001e+00,2.834238515483136212e+00,3.000000000000000000e+00
8.741352030651945437e-01,2.980887004285857067e+00,3.000000000000000000e+00
8.600451374403780269e-01,3.155457529605992573e+00,3.000000000000000000e+00
1.006510909943451493e+00,2.499291500255249598e+00,3.000000000000000000e+00
8.850584133622858563e-01,2.999421949052102132e+00,3.000000000000000000e+00
1.021130000106597491e+00,3.164172034627091179e+00,3.000000000000000000e+00
1.037779179608555813e+00,2.748668454701385766e+00,3.000000000000000000e+00
1.040423175759257468e+00,3.000425643211967586e+00,3.000000000000000000e+00
1.013941052311741808e+00,2.582216337296869835e+00,3.000000000000000000e+00
1.030043104362898143e+00,2.901515726737244005e+00,3.000000000000000000e+00
9.551398732685723036e-01,3.176892607551550007e+00,3.000000000000000000e+00
9.634752796477865644e-01,2.631216429332585260e+00,3.000000000000000000e+00
9.491886626446730535e-01,2.926831481187500472e+00,3.000000000000000000e+00
9.596951010326713050e-01,2.753115056942776029e+00,3.000000000000000000e+00
9.519446142335625805e-01,2.991772937124605125e+00,3.000000000000000000e+00
7.767810022850765161e-01,3.303308129039798757e+00,3.000000000000000000e+00
1.108821818980738616e+00,3.111388898089360477e+00,3.000000000000000000e+00
1.046611062517951440e+00,3.218113880547386341e+00,3.000000000000000000e+00
1.009265616398614895e+00,3.231746536786363144e+00,3.000000000000000000e+00
8.791265981736937629e-01,3.189592973117822527e+00,3.000000000000000000e+00
9.338571428307117506e-01,3.252883331209375672e+00,3.000000000000000000e+00
9.620810068351299815e-01,2.083910418170730861e+00,3.000000000000000000e+00
1.009658116562979657e+00,2.942784864072300000e+00,3.000000000000000000e+00
9.207185022345338865e-01,3.306618584625875101e+00,3.000000000000000000e+00
9.838175163860587435e-01,2.836019440771751388e+00,3.000000000000000000e+00
1.064602622832074186e+00,3.235418609132292733e+00,3.000000000000000000e+00
9.426429489723195942e-01,2.788932560791737458e+00,3.000000000000000000e+00
1.045415710510055440e+00,3.063325750935655289e+00,3.000000000000000000e+00
8.465689372934398493e-01,2.931622855149093265e+00,3.000000000000000000e+00
9.362619463570538425e-01,3.104301811920913146e+00,3.000000000000000000e+00
1.084520037481272903e+00,2.610022240594811915e+00,3.000000000000000000e+00
9.897174000550189588e-01,2.852715964778834046e+00,3.000000000000000000e+00
1.037687978905995179e+00,3.006499109382707147e+00,3.000000000000000000e+00
1.207991552033003124e+00,2.583918528569475015e+00,3.000000000000000000e+00
9.656683579654981031e-01,2.761773665570756542e+00,3.000000000000000000e+00
1.158670837145205246e+00,2.962173618725800317e+00,3.000000000000000000e+00
1.014499731826560947e+00,2.839825618169105059e+00,3.000000000000000000e+00
1.250714632079302779e+00,3.278955639668175603e+00,3.000000000000000000e+00
9.354875139124780858e-01,3.489089521219209011e+00,3.000000000000000000e+00
8.675534484355842402e-01,3.226777440226767713e+00,3.000000000000000000e+00
1.055266148459596875e+00,2.956714151005752633e+00,3.000000000000000000e+00
7.212640333094332279e-01,3.110993644596741436e+00,3.000000000000000000e+00
1.045920932699823780e+00,3.478563073208838397e+00,3.000000000000000000e+00
9.136054084509314110e-01,3.733089769804592173e+00,3.000000000000000000e+00
1.005920854897105921e+00,3.308715655855837934e+00,3.000000000000000000e+00
8.062454650825829905e-01,2.224088834049388730e+00,3.000000000000000000e+00
7.536340462081312364e-01,2.912324260951599797e+00,3.000000000000000000e+00
9.416075935336700731e-01,2.805375832120173829e+00,3.000000000000000000e+00
8.748658090747059024e-01,2.237083253306385799e+00,3.000000000000000000e+00
9.445885686998787278e-01,2.939769536300120389e+00,3.000000000000000000e+00
8.889603554263586505e-01,2.907419112730246447e+00,3.000000000000000000e+00
9.042661500787838591e-01,3.241587363384348386e+00,3.000000000000000000e+00
1.104103652030787197e+00,2.739277864380740724e+00,3.000000000000000000e+00
9.623396895939444473e-01,2.976828762338251444e+00,3.000000000000000000e+00
1.058944971203798824e+00,3.326564378044400083e+00,3.000000000000000000e+00
9.245708953638025474e-01,3.005069027190831132e+00,3.000000000000000000e+00
9.866327707546450609e-01,2.781417184448628621e+00,3.000000000000000000e+00
1.022823796433317778e+00,2.856212472379895395e+00,3.000000000000000000e+00
1.072455260597137361e+00,2.829625860075237753e+00,3.000000000000000000e+00
1.013441394432743392e+00,3.007197253376172608e+00,3.000000000000000000e+00
1.137936889016941455e+00,3.098283633192227882e+00,3.000000000000000000e+00
9.123472594132588931e-01,3.038030333907787650e+00,3.000000000000000000e+00
1.028061665867345154e+00,3.187751380611126173e+00,3.000000000000000000e+00
1.049815954040392407e+00,2.968882688129746317e+00,3.000000000000000000e+00
9.629422122183869392e-01,3.319232439929715728e+00,3.000000000000000000e+00
9.183555541263231925e-01,3.014929380216260224e+00,3.000000000000000000e+00
9.090516766738478971e-01,2.974511000251403470e+00,3.000000000000000000e+00
1.104771617726847177e+00,3.186019293511226369e+00,3.000000000000000000e+00
9.800815261017677971e-01,3.437907528666631851e+00,3.000000000000000000e+00
9.677299260532721270e-01,3.605442211562032817e+00,3.000000000000000000e+00
1.069924290938669031e+00,2.596805474610280218e+00,3.000000000000000000e+00
9.473781631038300510e-01,2.981670823259602532e+00,3.000000000000000000e+00
1.157789149701660358e+00,3.335818270734750346e+00,3.000000000000000000e+00
9.786919148916575217e-01,2.935796208599658286e+00,3.000000000000000000e+00
1.084999179824317483e+00,3.510968816191861741e+00,3.000000000000000000e+00
1.095180310022374481e+00,3.377678144021748707e+00,3.000000000000000000e+00
1.058234392291322434e+00,2.990965048680521932e+00,3.000000000000000000e+00
1.108784621810614324e+00,3.289076902732120722e+00,3.000000000000000000e+00
1.102852202335392384e+00,3.390853918878638851e+00,3.000000000000000000e+00
1.194290716577924627e+00,3.631758658242139948e+00,3.000000000000000000e+00
8.654777571423142302e-01,2.708705266196294481e+00,3.000000000000000000e+00
9.403513481356895465e-01,2.754240319860005393e+00,3.000000000000000000e+00
9.111887610356624867e-01,2.982619436041195282e+00,3.000000000000000000e+00
1.115982607821601968e+00,2.750177606208949133e+00,3.000000000000000000e+00
9.715492714002715857e-01,2.510011919030176841e+00,3.000000000000000000e+00
1.000326209243146858e+00,2.627837021112498839e+00,3.000000000000000000e+00
8.513453703839911624e-01,3.429518363003241532e+00,3.000000000000000000e+00
1.088536800234970903e+00,3.146348896305050769e+00,3.000000000000000000e+00
7.848612597701191129e-01,3.021189384067910488e+00,3.000000000000000000e+00
1.148007929312759190e+00,2.734386209026246739e+00,3.000000000000000000e+00
1.020152865716163149e+00,3.137370341583761046e+00,3.000000000000000000e+00
1.166455517034032052e+00,2.897342004460328191e+00,3.000000000000000000e+00
7.908115442912232451e-01,2.759042540456534631e+00,3.000000000000000000e+00
9.552242174900320570e-01,2.630638236830045162e+00,3.000000000000000000e+00
9.976833838852565695e-01,3.087947964885648489e+00,3.000000000000000000e+00
8.929009972983630306e-01,2.807479396329116916e+00,3.000000000000000000e+00
9.247034045751447717e-01,3.253334487516621909e+00,3.000000000000000000e+00
8.761462131769073292e-01,3.806422619370397609e+00,3.000000000000000000e+00
1.115907576987891670e+00,2.947666906036017220e+00,3.000000000000000000e+00
9.026576591116024506e-01,3.378057080555825653e+00,3.000000000000000000e+00
8.740986524988240136e-01,2.783943881918772068e+00,3.000000000000000000e+00
1.021527205731094456e+00,3.277930788524177519e+00,3.000000000000000000e+00
1.010340664686840251e+00,3.308540016800879613e+00,3.000000000000000000e+00
1.125540360354738922e+00,3.192837343884330714e+00,3.000000000000000000e+00
9.541212024867353758e-01,3.211503361449336236e+00,3.000000000000000000e+00
1.038239402609754780e+00,2.914966952358323926e+00,3.000000000000000000e+00
9.567143296415905329e-01,3.900998504541146161e+00,3.000000000000000000e+00
1.039767334871847249e+00,2.842127149811139120e+00,3.000000000000000000e+00
1.032913200084163874e+00,2.425897573900456905e+00,3.000000000000000000e+00
9.605397970883098324e-01,3.477514592154702378e+00,3.000000000000000000e+00
9.969285266099245923e-01,3.202108461734588740e+00,3.000000000000000000e+00
1.011389279949909792e+00,3.355829295926460620e+00,3.000000000000000000e+00
1.063494186903247707e+00,3.174667234030470464e+00,3.000000000000000000e+00
1.069387693898123270e+00,2.910063959577406489e+00,3.000000000000000000e+00
9.979953815879329948e-01,3.176948829753166503e+00,3.000000000000000000e+00
9.944700439243790990e-01,2.991525083162534848e+00,3.000000000000000000e+00
1.083489164479297662e+00,2.525387794002904585e+00,3.000000000000000000e+00
1.067224286849809634e+00,3.187730154561994933e+00,3.000000000000000000e+00
8.999172296166807472e-01,2.973112268587069007e+00,3.000000000000000000e+00
1.114137351466053305e+00,2.826341441285748157e+00,3.000000000000000000e+00
1.156385821360679245e+00,2.987980220999000291e+00,3.000000000000000000e+00
9.410957468900664757e-01,2.838711790747065589e+00,3.000000000000000000e+00
9.389095867991810174e-01,3.261228727156454621e+00,3.000000000000000000e+00
1.062870145713219472e+00,3.286762825619523820e+00,3.000000000000000000e+00
1.052659158483139956e+00,2.218386241707412498e+00,3.000000000000000000e+00
9.643423566688920090e-01,3.005237342463638495e+00,3.000000000000000000e+00
1.048465486373309608e+00,2.926363906238502732e+00,3.000000000000000000e+00
8.412586633165435313e-01,3.192931175023188128e+00,3.000000000000000000e+00
1.108673196575088227e+00,2.983781666888771333e+00,3.000000000000000000e+00
9.010318054287723699e-01,2.694238398741456209e+00,3.000000000000000000e+00
1.040832818621867606e+00,3.029590864877918843e+00,3.000000000000000000e+00
1.128305634747618802e+00,3.015985578689038604e+00,3.000000000000000000e+00
8.485025451225097770e-01,3.683223301779943615e+00,3.000000000000000000e+00
9.935764890888832968e-01,2.712802510130581712e+00,3.000000000000000000e+00
9.955680375641404733e-01,2.886687364247307652e+00,3.000000000000000000e+00
9.129787665914366190e-01,3.027048142571099110e+00,3.000000000000000000e+00
8.418654647689438608e-01,2.908797205768828498e+00,3.000000000000000000e+00
7.871890581889654515e-01,3.340831147063260786e+00,3.000000000000000000e+00
9.941419482000978247e-01,2.813450808187069718e+00,3.000000000000000000e+00
1.018999294809491918e+00,2.525641271315496539e+00,3.000000000000000000e+00
1.035105602722616647e+00,3.099020235573108462e+00,3.000000000000000000e+00
9.838557078316121363e-01,3.171744087170719428e+00,3.000000000000000000e+00
1.082864478502983285e+00,3.112720718246974272e+00,3.000000000000000000e+00
1.046475493059015882e+00,2.798879631757594133e+00,3.000000000000000000e+00
9.280409065981833905e-01,2.854067838988643135e+00,3.000000000000000000e+00
1.065192261178659949e+00,2.860374099099407985e+00,3.000000000000000000e+00
8.707182148079788409e-01,2.887248233054047653e+00,3.000000000000000000e+00
7.770574348994976344e-01,3.612651903807157172e+00,3.000000000000000000e+00
9.576357780233768491e-01,2.634505470866658428e+00,3.000000000000000000e+00
1.086630909575652559e+00,3.707734871069471971e+00,3.000000000000000000e+00
1.045130855606845488e+00,2.635412715959386531e+00,3.000000000000000000e+00
9.607196500812801299e-01,2.734783201622161375e+00,3.000000000000000000e+00
8.729752203308760450e-01,3.640642954353967564e+00,3.000000000000000000e+00
9.833932967581272555e-01,2.903386008800511675e+00,3.000000000000000000e+00
9.133188275608732365e-01,2.852595045716500355e+00,3.000000000000000000e+00
9.143427295927399889e-01,2.954775238502504564e+00,3.000000000000000000e+00
9.692938682033102049e-01,3.326661362048771942e+00,3.000000000000000000e+00
9.284126115722107775e-01,2.813152645187856571e+00,3.000000000000000000e+00
9.288364608302455139e-01,3.063227874627068470e+00,3.000000000000000000e+00
9.706592854544757731e-01,3.534599929705912302e+00,3.000000000000000000e+00
1.066825639804244163e+00,2.746130962126006381e+00,3.000000000000000000e+00
1.068687208490497698e+00,3.153095554896105046e+00,3.000000000000000000e+00
9.880508410103574501e-01,2.672000577429001211e+00,3.000000000000000000e+00
7.781886602755629934e-01,2.976262869363301533e+00,3.000000000000000000e+00
1.145146179238341722e+00,2.888684855336347113e+00,3.000000000000000000e+00
9.377033346249303847e-01,3.300667891753974015e+00,3.000000000000000000e+00
9.998195130754570226e-01,3.091292100196656456e+00,3.000000000000000000e+00
1.035488497685346898e+00,2.942165768915876001e+00,3.000000000000000000e+00
8.814977037116499270e-01,2.815400060703366680e+00,3.000000000000000000e+00
9.530725758687373927e-01,2.848051138496645152e+00,3.000000000000000000e+00
9.222915602771935006e-01,3.317960252405363519e+00,3.000000000000000000e+00
1.074547619655229935e+00,2.586979540305380354e+00,3.000000000000000000e+00
1.168566306730536297e+00,3.374475592125455670e+00,3.000000000000000000e+00
1.109525682881061792e+00,3.036967223191739507e+00,3.000000000000000000e+00
1.076139570917524768e+00,3.405969386902269136e+00,3.000000000000000000e+00
9.528549885912043216e-01,2.713513964831089531e+00,3.000000000000000000e+00
1.009790297440333884e+00,3.673214813612728946e+00,3.000000000000000000e+00
8.396430650252819650e-01,3.057824395298722298e+00,3.000000000000000000e+00
9.952628960850024020e-01,3.343383591918209330e+00,3.000000000000000000e+00
9.374124023158376673e-01,2.725245486622956737e+00,3.000000000000000000e+00
9.956746095818365117e-01,2.708136320858496315e+00,3.000000000000000000e+00
8.617590116453766047e-01,3.044094766032226840e+00,3.000000000000000000e+00
1.151714295156139434e+00,3.076227838282566296e+00,3.000000000000000000e+00
9.707151609753843502e-01,2.690653675611569984e+00,3.000000000000000000e+00
9.798942494052664820e-01,2.735273335753792168e+00,3.000000000000000000e+00
1.095837661894659920e+00,2.866451435825394078e+00,3.000000000000000000e+00
1.015125297411990424e+00,3.109097025776211609e+00,3.000000000000000000e+00
8.617668656553251205e-01,2.978253878123343412e+00,3.000000000000000000e+00
1.023581405112408804e+00,2.983574709711950490e+00,3.000000000000000000e+00
1.024762566179171053e+00,3.681397402438489674e+00,3.000000000000000000e+00
9.111919642879403591e-01,2.764891834377029678e+00,3.000000000000000000e+00
1.060322473505642016e+00,3.596344811239821304e+00,3.000000000000000000e+00
1.122211808679058898e+00,3.346094545195949177e+00,3.000000000000000000e+00
9.966661818515835103e-01,3.201832635918899328e+00,3.000000000000000000e+00
9.679978245853085861e-01,3.041464841840886724e+00,3.000000000000000000e+00
9.649532657459556351e-01,2.630214500612451989e+00,3.000000000000000000e+00
1.076159680347085423e+00,2.705359999069557375e+00,3.000000000000000000e+00
1.016839867001016362e+00,2.902571329447318771e+00,3.000000000000000000e+00
1.100607075117539413e+00,3.218078809801695250e+00,3.000000000000000000e+00
9.798650447608672209e-01,2.957825471920727978e+00,3.000000000000000000e+00
1.140689917944139431e+00,3.003272340756966141e+00,3.000000000000000000e+00
9.239220368855856069e-01,2.934793821565535588e+00,3.000000000000000000e+00
8.523131618741549564e-01,3.055007876977737791e+00,3.000000000000000000e+00
1.057010159344675904e+00,2.999659537069813808e+00,3.000000000000000000e+00
9.568408586186254450e-01,3.087878101658290575e+00,3.000000000000000000e+00
1.027792695178889382e+00,3.082927711389361836e+00,3.000000000000000000e+00
1.061132193587576822e+00,2.942878322698784466e+00,3.000000000000000000e+00
9.020409961750125438e-01,3.502308205555312082e+00,3.000000000000000000e+00
7.871756096303734740e-01,3.435473963954741805e+00,3.000000000000000000e+00
1.108829232575951229e+00,3.139367552826678232e+00,3.000000000000000000e+00
8.250641710043894461e-01,3.026892194732178520e+00,3.000000000000000000e+00
8.948816079696511050e-01,3.263234460796597070e+00,3.000000000000000000e+00
9.541885521585677932e-01,3.124113759319264716e+00,3.000000000000000000e+00
9.745666813703625087e-01,2.812367523496228650e+00,3.000000000000000000e+00
9.995322230022084531e-01,3.141161183269983947e+00,3.000000000000000000e+00
1.204659723048910003e+00,2.909519613021416706e+00,3.000000000000000000e+00
1.304024730925857245e+00,3.158910011398671447e+00,3.000000000000000000e+00
1.091070728903876352e+00,2.392799887105965695e+00,3.000000000000000000e+00
1.010999513008142836e+00,3.176200438693087325e+00,3.000000000000000000e+00
1.231928276337001193e+00,3.345835647488665021e+00,3.000000000000000000e+00
8.760410766237400892e-01,3.005309331899197911e+00,3.000000000000000000e+00
9.428605084485782717e-01,3.073137584554477275e+00,3.000000000000000000e+00
1.180811469958531923e+00,2.980721042813319510e+00,3.000000000000000000e+00
1.027234622322230839e+00,3.143340356833463467e+00,3.000000000000000000e+00
8.538868993378416761e-01,3.621283836337247042e+00,3.000000000000000000e+00
7.270346712120804300e-01,3.307942003277386522e+00,3.000000000000000000e+00
1.143805210055037769e+00,3.290521195721236580e+00,3.000000000000000000e+00
9.296508819031621407e-01,3.539209236377760970e+00,3.000000000000000000e+00
1.039655999549475851e+00,2.890084058642850007e+00,3.000000000000000000e+00
9.274125578167051742e-01,2.820333063449554256e+00,3.000000000000000000e+00
1.076860705879432389e+00,2.920916505481769843e+00,3.000000000000000000e+00
1.152099945731141606e+00,2.746905630579709712e+00,3.000000000000000000e+00
9.318843872653762572e-01,3.021823522757289382e+00,3.000000000000000000e+00
9.130868255175235149e-01,3.310553407966827066e+00,3.000000000000000000e+00
1.078050422472728087e+00,3.242416376833099356e+00,3.000000000000000000e+00
9.613042179759052619e-01,2.607777835964186774e+00,3.000000000000000000e+00
1.035611617524333061e+00,3.140444199960640947e+00,3.000000000000000000e+00
1.014884336333463422e+00,3.462852076215285901e+00,3.000000000000000000e+00
1.056995980615303754e+00,3.813572160519824283e+00,3.000000000000000000e+00
1.045367443048763612e+00,3.212637061547532369e+00,3.000000000000000000e+00
9.493050289898278260e-01,2.708367096356996573e+00,3.000000000000000000e+00
8.605529557978992550e-01,3.214337825511602187e+00,3.000000000000000000e+00
9.917977018730074201e-01,3.213907432659357521e+00,3.000000000000000000e+00
9.446906655909055317e-01,2.857196169624383053e+00,3.000000000000000000e+00
1.136544650771872389e+00,3.071815154257620861e+00,3.000000000000000000e+00
1.062772408896447196e+00,3.253507459274549873e+00,3.000000000000000000e+00
1.090149406909207475e+00,3.048451947545791629e+00,3.000000000000000000e+00
1.003580981094035929e+00,3.213383367373053190e+00,3.000000000000000000e+00
1.051434522301951002e+00,3.243464407957726170e+00,3.000000000000000000e+00
7.759402108017052768e-01,3.114205009056954410e+00,3.000000000000000000e+00
1.046716741837418585e+00,3.210132195584163739e+00,3.000000000000000000e+00
8.666076699712198517e-01,3.216117208322045951e+00,3.000000000000000000e+00
9.855411871516653877e-01,2.955830138442322674e+00,3.000000000000000000e+00
7.834921557428817795e-01,3.276246633919173590e+00,3.000000000000000000e+00
1.109560230127636160e+00,3.274771127529733761e+00,3.000000000000000000e+00
1.046267819096780682e+00,2.727559232802840405e+00,3.000000000000000000e+00
9.246043514686650422e-01,2.919503752738323410e+00,3.000000000000000000e+00
9.848097961548225587e-01,2.561879494114894129e+00,3.000000000000000000e+00
1.017983362577151718e+00,3.140631828172415041e+00,3.000000000000000000e+00
1.117186724255982755e+00,3.368072235105381562e+00,3.000000000000000000e+00
1.067835785263865134e+00,2.649318075505100456e+00,3.000000000000000000e+00
8.771683144331732240e-01,2.908044174854691022e+00,3.000000000000000000e+00
1.153012362915899924e+00,2.639734130322353600e+00,3.000000000000000000e+00
9.985387372357138469e-01,2.551285883265782761e+00,3.000000000000000000e+00
1.230456759821532131e+00,3.217264940986638511e+00,3.000000000000000000e+00
9.434766230661986164e-01,3.200542289964707798e+00,3.000000000000000000e+00
9.769002122480365813e-01,2.686067206876613600e+00,3.000000000000000000e+00
1.035888696053579805e+00,2.755577167660647753e+00,3.000000000000000000e+00
1.003891936720510358e+00,2.938913751259728979e+00,3.000000000000000000e+00
1.139640193457873707e+00,2.652068065386356199e+00,3.000000000000000000e+00
1.007064862118671078e+00,3.268540549766311365e+00,3.000000000000000000e+00
8.630676490148497804e-01,2.983017995834601255e+00,3.000000000000000000e+00
9.280397700072507972e-01,3.179832510869807116e+00,3.000000000000000000e+00
9.825988135693887182e-01,3.139762449714321502e+00,3.000000000000000000e+00
1.047909452898570848e+00,2.924364066166494247e+00,3.000000000000000000e+00
9.400549805444451401e-01,3.241951769970758068e+00,3.000000000000000000e+00
1.070922413094858250e+00,2.367939908919718839e+00,3.000000000000000000e+00
1.066853345806694886e+00,3.119766862445734645e+00,3.000000000000000000e+00
1.031878839745473231e+00,2.753053419958884085e+00,3.000000000000000000e+00
8.006254794534700681e-01,2.963641194483529251e+00,3.000000000000000000e+00
9.973943437640363507e-01,3.042569421316499323e+00,3.000000000000000000e+00
9.759283766988054998e-01,3.077237582642788016e+00,3.000000000000000000e+00
9.421322518307192473e-01,3.165306487945545477e+00,3.000000000000000000e+00
1.006460879729034419e+00,3.040203074249152149e+00,3.000000000000000000e+00
8.180708796627382817e-01,2.947462336955644524e+00,3.000000000000000000e+00
8.556568734628554607e-01,3.069514401672801540e+00,3.000000000000000000e+00
8.735507592057364379e-01,2.801009451472356471e+00,3.000000000000000000e+00
1.070496173291002107e+00,2.502539083144478926e+00,3.000000000000000000e+00
1.064580329978952911e+00,2.885561238028011122e+00,3.000000000000000000e+00
9.874767760875503564e-01,3.373239517831918999e+00,3.000000000000000000e+00
9.927365272569131927e-01,2.635574582487363315e+00,3.000000000000000000e+00
9.643832546344721646e-01,3.035529436196601871e+00,3.000000000000000000e+00
1.217228869324865181e+00,2.939102335281427170e+00,3.000000000000000000e+00
9.701502617075371537e-01,3.138560753983648866e+00,3.000000000000000000e+00
9.156107965509430180e-01,3.164090587527011333e+00,3.000000000000000000e+00
1.097198721160919765e+00,2.832564446296512717e+00,3.000000000000000000e+00
9.437300367324150674e-01,3.074524949972059940e+00,3.000000000000000000e+00
9.733786502155464815e-01,3.325935763032208392e+00,3.000000000000000000e+00
1.010895254632296236e+00,2.610828917434563134e+00,3.000000000000000000e+00
9.932093043550569433e-01,3.241651258154422788e+00,3.000000000000000000e+00
1.016441904701786525e+00,2.868429700770775970e+00,3.000000000000000000e+00
1.152263368052979242e+00,3.215997971999950078e+00,3.000000000000000000e+00
1.156391420208165099e+00,3.573669683399634422e+00,3.000000000000000000e+00
1.034482838374420455e+00,3.060856870866774937e+00,3.000000000000000000e+00
8.911893281875327144e-01,3.057851524370695184e+00,3.000000000000000000e+00
9.623796622392918332e-01,3.162494236836292050e+00,3.000000000000000000e+00
1.023708281743029413e+00,2.600256170194799932e+00,3.000000000000000000e+00
